location,image_description,text,translated_text,id
Top middle,"The text ""Longthong Modern Jug"" is displayed above an image of a person in a hoodie playing a guitar.",Longthong Modern Jug,Longthong Modern Jug,image_bodo_311.jpg
Top right,"A profile picture with a person in a hoodie playing guitar, and below it the name ""Nayan Bargoyary"" with follower and following counts and small profile icons.","Nayan Bargoyary
15K followers 560 following","Nayan Bargoyary
15K followers 560 following",image_bodo_311.jpg
Middle,"A profile picture for ""Mental Memer"" with a cartoon character.",Mental Memer,Mental Memer,image_bodo_311.jpg
Bottom left,"The text ""The Artist"" is displayed.",The Artist,The Artist,image_bodo_311.jpg
Bottom right,A collage of four images showing women with their hands pressed together in a greeting or prayer gesture.,,,image_bodo_311.jpg
Top part of the image,"A group of people are gathered outdoors, possibly at an event. Two men in the foreground are facing each other, one wearing a white t-shirt and the other a dark t-shirt with a red and white patterned scarf. Other people are visible in the background.",,,image_bodo_477.jpg
Bottom part of the image with text,"A red bar overlays the bottom portion of the image, containing text and what appears to be a YouTube video title and metadata. A red circular mark is drawn over a portion of this text and a small red shape is on the left side.","কারেমুরা গ্রিন লেন্ড স্পোর্টস ক্লা kabinijn fulur badaylainaynav jagakhfunay samaj sibiyari mnin br' ( lavadum)
344 views • 1 hour
Bodoland Bubli","Karemua Green Land Sports Club's jubilant greetings and blessings for the society Sibiyari Mnin Bar' (Lavadum)
344 views • 1 hour
Bodoland Bubli",image_bodo_477.jpg
Top,Text in black font with star-eyed emoji.,Laogii Ah bw Juli Jahwibai Malai 🤩,Laogii Ah bw Juli Jahwibai Malai,image_bodo_107.jpg
Middle,A cartoon character wearing sunglasses is lying on a green pillow. There is a sad emoji with a tear next to it. There is also a watermark 'Memes bodo'.,Memes bodo,Memes bodo,image_bodo_107.jpg
Bottom,Text in black font with a crying emoji.,Aghalai Swrkow Mwnbao Naggwo Dana 😔,Aghalai Swrkow Mwnbao Naggwo Dana,image_bodo_107.jpg
center,Black text on a white background.,"Single pra khali
memes lo shere klmw",Single and only memes to share,image_bodo_259.jpg
bottom right,Black text on a white background.,@Memes bodo,@Memes bodo,image_bodo_259.jpg
Top,Black text on a white background reads 'oii Lwgwpwr',oii Lwgwpwr,oii Lwgwpwr,image_bodo_271.jpg
Middle,"A cartoon drawing of a white figure with closed eyes and a smiling mouth, resting its head on its hand, with a green blob beneath it. To the right of the figure is text '@Memes bodo'.",@Memes bodo,@Memes bodo,image_bodo_271.jpg
Bottom,Text in Bodo script with a blushing emoji next to it.,गाजि बासा बुंनो हामा दे,Dont laugh at me,image_bodo_271.jpg
Top,Text in Bodo language with black font.,ना'आव मोज़ांङै था SBA,I don't know how to cry,image_bodo_265.jpg
Middle,A cartoon of a person crying into a pillow with eyes closed and smiling.,#Memes bodo,#Memes bodo,image_bodo_265.jpg
Bottom,Text in Bodo language with black font and a sad emoji with a tear.,होनग्राबो गैयां रोड़ा,I am very sad,image_bodo_265.jpg
Top,"Illustration of a bear-like character dancing with its arms spread wide and its mouth open in laughter, with the text 'hahahaha' below it.",अखा खोरिमनयखौ गोग्रा सिक्लाफोर,What is this thing that makes me laugh so much?,image_bodo_503.jpg
Middle,Facebook logo with the text 'Adwi Mëmar'.,f Adwi Mëmar,f Adwi Mëmar,image_bodo_503.jpg
Bottom,Text that seems to continue the theme of laughter or amusement.,ओरै फै बिखायैाव थारुमाफै गियांआ सानोफोर,Is it something that makes you laugh so much that you forget to count?,image_bodo_503.jpg
Top,Text 'MODERN BOYS/GIRLS' with a line underneath.,MODERN BOYS/GIRLS,MODERN BOYS/GIRLS,image_bodo_502.jpg
Middle Top,Text in an unknown language with Devanagari script.,हाग्रा बारिआव आंखां आं'खै गेलनायखौबा गिआ,"If you want to be modern, you will get bored",image_bodo_502.jpg
Middle,Black and white illustration of a man smiling and showing his middle finger.,,,image_bodo_502.jpg
Middle Right,Facebook logo with the text 'Adwi Mêmär'.,Adwi Mêmär,Adwi Mêmär,image_bodo_502.jpg
Bottom,Text in an unknown language with Devanagari script.,अखां खोरोमनायखौ बा थोरथोथोर गिगोन,You will make mistake by showing middle finger,image_bodo_502.jpg
Top text,Black text on a white background. The text is in Devanagari script.,"जिउ आनो आलय सिलाय
माब्बा मा जागोन जेबो मिथिला","Let's go out and buy clothes
Mother will wake up and go to Mithila",image_bodo_516.jpg
Middle,Black text on a white background.,Ag manw raojgbw naijaya,"If he doesn't go, I'll go",image_bodo_112.jpg
Body,"The meme has text written in multiple languages, including what appears to be Assamese and English. The text is arranged in several lines.","जाय बर' सिखलाया Muslim, Bangal, Assamese
 sengra gosothoyona j' j' berayolayo khudmulayo j' j'
Room sing aav Reels banayolayona dekhayo be
sikhlakhai sanse n'a sansebabo thenay
khonakhathargon n'n |
100% Sure khotha be","Jay bar' taught Muslim, Bangal, Assamese
 sengra gosothoyona j' j' berayolayo khudmulayo j' j'
Room sing aav Reels banayolayona dekhayo be
sikhlakhai sanse n'a sansebabo thenay
khonakhathargon n'n |
100% Sure khotha be",image_bodo_310.jpg
Top,Blue text on white background.,Lwgwngi GF kwo potynw sesta kalamgasinw ang,"This is for my girlfriend, so that she is happy.",image_bodo_476.jpg
Center,"A cartoon drawing of a white blob with large eyes and a smiling mouth, blushing cheeks and bent legs.",,,image_bodo_476.jpg
Center Right,Facebook logo next to the text 'Adwi Mêmär'.,Adwi Mêmär,Adwi Mêmär,image_bodo_476.jpg
Bottom,Green text on white background with a red heart icon at the start and a smiling emoji at the end.,❤react horkayw bebw posykayw kuma bbw agkwo🙂,React happily and make her happy.,image_bodo_476.jpg
Top,Text with numbers and words in English and Hindi.,"5K,12k निपराय DIRECT 4OLAKH","5K, 12K salary DIRECT 40LAKH",image_bodo_462.jpg
Middle,"A man with his eyes closed, laughing heartily. A Facebook logo and text 'Adwi Mēmar' and 'Just now' are on the right side.","Adwi Mēmar
Just now","Adwi Memar
Just now",image_bodo_462.jpg
Bottom,Text in Hindi.,BTR आव गुंडुनि दाम आ बारा जाबाय,BTR comes with the price of twenty two,image_bodo_462.jpg
Top text,A red arrow points downwards to the text.,DOLLER PAYMENT HABBA,DOLLER PAYMENT HABBA,image_bodo_338.jpg
Middle text,The text appears to be in a sans-serif font.,MATW ADWIMWNA WNKAM,MATW ADWIMWNA WNKAM,image_bodo_338.jpg
Bottom text,The text includes a smiley face emoji at the end.,WNGKRI SONGNANGGWONW😊,WNGKRI SONGNANGGWONW😊,image_bodo_338.jpg
Top Text,"Text in bold, large font.","नोंथाङा मोनायाव उन्दुन्याय समाव माबोरै
उन्दियो 🤪😂","How much will you spend on clothes in the rain?
I will spend 🤪😂",image_bodo_10.jpg
Profile Picture,Profile picture of a meme page with two cartoon characters in red hats.,MoYe Memer,MoYe Memer,image_bodo_10.jpg
Image 1,A full blue tracksuit with a zipper in the front.,1,1,image_bodo_10.jpg
Image 2,A white t-shirt and blue patterned shorts.,2,2,image_bodo_10.jpg
Image 3,A black thong.,3,3,image_bodo_10.jpg
Image 4,A blank white square.,4,4,image_bodo_10.jpg
Top,Text in black letters on a white background.,Angto be jwnwmao,I have lost everything,image_bodo_38.jpg
Middle,"A cartoon character with tears in its eyes and a broken heart above its head. There is also a Facebook logo with ""Memes bodo"" written on it.",Memes bodo,Memes bodo,image_bodo_38.jpg
Bottom,Text in black letters on a white background.,Ngkw mwnnai noggla kwma na,I don't want anything now,image_bodo_38.jpg
Top,"Text in Bodo language reads: 'Haaba jayalase theiba babe biphrangkhoi gayenay jayō-'. It translates to: 'Even if there are many people who go, the ones who go are those who are indifferent.'",हाबा जायालासे थैबा बबे बिफांरखौ गायनाय जायो-,"Even if there are many people who go, the ones who go are those who are indifferent.",image_bodo_489.jpg
Middle Left,"A numbered list of options in Bodo language: 1) aowa, 2) gay biphrang, 3) thalir biphrang, 4) gamabari biphrang.","1)औवा
2)गय बिफां
3) थalir बिफां
4)गामबारि बिफां","1) Aowa
2) Gay biphrang
3) Thalir biphrang
4) Gamabari biphrang",image_bodo_489.jpg
Middle Right,A Facebook logo and the text 'Adwi Mëmär'.,Adwi Mëmär,Adwi Mëmär,image_bodo_489.jpg
Top,"Meme template with a drawn man laughing hard, text in a regional script above and below the image. The text above is in black and white with a slight glow. The text below is in a similar style.",सिंखलाफोरा खानाय बोबाय दुर्गा फुजानी,When you eat something spicy and burn your tongue,image_bodo_484.jpg
Middle,"A cartoon drawing of a man with his eyes closed, mouth wide open in laughter, and his face scrunched up in amusement. A Facebook logo with the text 'Adwi Mëmar' is to the right of the image.",,,image_bodo_484.jpg
Bottom,Meme template with a drawn man laughing hard. The text below is in black and white with a slight glow. The text is in a regional script.,जोंहा हिनजाव बोसे नामा सेंग्राफोर,And then you drink water which makes it worse,image_bodo_484.jpg
Top,"Text in a Devanagari script against a white background, with a shadow effect.","हजारखि दामि दामिनि दख'ना
गानाथो मानौ बैथालिया
बैथालिखा |","A thousand times, damini, see the
songs, believe the baitheliya
Baitheliya |",image_bodo_21.jpg
Bottom,"A cartoon drawing of a man with a mustache and sunglasses, wearing a cap. Below the image is a logo with two cartoon figures and text 'Moye Memer' and '3m'.","MoYe Memer
3m","Moye Memer
3m",image_bodo_21.jpg
Top,Text written in a non-English language about a hotel and selfies.,"जुदि सोरबा सिखलाया Hotel नि आइनायाव
बिदि Selfie 511 95 Post खालाAMD 3","If you teach someone Hotel, then in the mirror
Take a selfie like this and post it.",image_bodo_321.jpg
Center,A young woman in ripped jeans and a black top is taking a mirror selfie in a hotel room. She is holding a phone and looking at her reflection.,,,image_bodo_321.jpg
Bottom,"Text written in a non-English language, likely a comment or continuation of the meme.",अब्बा बुजिचाइदो गावलायनो थांदोईमोन,Father knows how to make the child feel proud.,image_bodo_321.jpg
Top,"A man is making a stop gesture with his hands, and there is a laughing emoji in the background.",जरा जरा post दाहोले आदेमोन,"Just a little post, gentlemen",image_bodo_447.jpg
Bottom,"A man is making a stop gesture with his hands, and there is a laughing emoji in the background.",जॉंहा उन्दनायाव दांग्रोमफ्रंलाय लांओ,You are making a lot of mistakes.,image_bodo_447.jpg
Top text,,BLACK COBRA PUNJBBDW HWBASW HINJAO,BLACK COBRA PUNJBBDW HWBASW HINJAO,image_bodo_453.jpg
Middle text,Vertical text on the right side of the image.,Adwí Gøjõe Mémër Just now · 9,Adwí Gøjõe Mémër Just now · 9,image_bodo_453.jpg
Bottom text,,KARNYA KOM JACCIÓN BTR YAO,KARNYA KOM JACCIÓN BTR YAO,image_bodo_453.jpg
Top,Profile picture of a woman with a bindi and traditional Indian attire.,"Sumy Bsty
AI info · Suggested for you · 1d ·","Sumy Bsty
AI info · Suggested for you · 1d ·",image_bodo_335.jpg
Top text,Text posted on social media with emojis.,"Beni address nangwo angnw swr hinjaw bepari
biyw seimaya 🥵🥵🥵🥵Video labw nangwo
Nama agwi mwn bung??","Will you give the address? Or give me a video?
What is happening to me??",image_bodo_335.jpg
Left image,"A man wearing a yellow sweater and dark pants, sitting on a red stool with a relaxed posture.",,,image_bodo_335.jpg
Right image,A man in a white shirt looking at the camera with a tea garden in the background.,,,image_bodo_335.jpg
Bottom comment,"A comment on a social media post, highlighted with a yellow circle, showing a profile picture and text.","A Bilash Boro
Nwg lai hor1 ao bese laihw...10
20k...ag jagwn bung","You also want to live well...10
20k... will go with you",image_bodo_335.jpg
top left,"The text ""Kokhrajhar"" is displayed in green letters on a white background.",Kokhrajhar,Kokhrajhar,image_bodo_309.jpg
top right,"The text ""थंआलि"" is displayed in yellow letters on a white background.",थंआलि,Thangali,image_bodo_309.jpg
middle left,"The text ""Chirang"" is displayed in purple letters on a white background.",Chirang,Chirang,image_bodo_309.jpg
middle right,"The text ""खान्दा खान्दा गानग्रा"" is displayed in purple letters on a white background.",खान्दा खान्दा गानग्रा,Eating eating ganagra,image_bodo_309.jpg
